Year,BER Rating,Period of Construction,Dwelling_Category,County,VALUE
2021,B3,2005-2009,House,Kilkenny,47.0
2021,B3,2005-2009,House,Laois,65.0
2021,B3,2005-2009,House,Leitrim,33.0
2021,B3,2005-2009,House,Limerick,70.0
2021,B3,2005-2009,House,Longford,35.0
2021,B3,2005-2009,House,Louth,49.0
2021,B3,2005-2009,House,Mayo,45.0
2021,B3,2005-2009,House,Meath,81.0
2021,B3,2005-2009,House,Monaghan,37.0
2021,B3,2005-2009,House,Offaly,40.0
2021,B3,2005-2009,House,Roscommon,48.0
2021,B3,2005-2009,House,Sligo,39.0
2021,B3,2005-2009,House,Tipperary,76.0
2021,B3,2005-2009,House,Waterford,66.0
2021,B3,2005-2009,House,Westmeath,49.0
2021,B3,2005-2009,House,Wexford,61.0
2021,B3,2005-2009,House,Wicklow,52.0
2021,B3,2010-2014,Apartment,Dublin,1.0
2021,B3,2010-2014,Apartment,Kerry,2.0
2021,B3,2010-2014,Apartment,Limerick,2.0
2021,B3,2010-2014,Apartment,Meath,3.0
2021,B3,2010-2014,House,Carlow,1.0
2021,B3,2010-2014,House,Cavan,3.0
2021,B3,2010-2014,House,Clare,3.0
2021,B3,2010-2014,House,Cork,11.0
2021,B3,2010-2014,House,Donegal,6.0
2021,B3,2010-2014,House,Dublin,1.0
2021,B3,2010-2014,House,Galway,2.0
2021,B3,2010-2014,House,Kerry,2.0
2021,B3,2010-2014,House,Kildare,5.0
2021,B3,2010-2014,House,Kilkenny,1.0
2021,B3,2010-2014,House,Leitrim,1.0
2021,B3,2010-2014,House,Limerick,4.0
2021,B3,2010-2014,House,Louth,5.0
2021,B3,2010-2014,House,Mayo,4.0
2021,B3,2010-2014,House,Meath,3.0
2021,B3,2010-2014,House,Roscommon,1.0
2021,B3,2010-2014,House,Sligo,3.0
2021,B3,2010-2014,House,Tipperary,5.0
2021,B3,2010-2014,House,Westmeath,2.0
2021,B3,2010-2014,House,Wexford,4.0
2021,B3,2015-2019,Apartment,Dublin,1.0
2021,B3,2015-2019,House,Clare,2.0
2021,B3,2015-2019,House,Cork,3.0
2021,B3,2015-2019,House,Donegal,1.0
2021,B3,2015-2019,House,Galway,4.0
2021,B3,2015-2019,House,Kerry,1.0
2021,B3,2015-2019,House,Mayo,2.0
2021,B3,2015-2019,House,Meath,2.0
2021,B3,2015-2019,House,Offaly,2.0
2021,B3,2015-2019,House,Roscommon,1.0
2021,B3,2015-2019,House,Sligo,1.0
2021,B3,2015-2019,House,Tipperary,1.0
2021,B3,2015-2019,House,Waterford,1.0
2021,B3,2015-2019,House,Wexford,2.0
2021,B3,2015-2019,House,Wicklow,1.0
2021,B3,2020-2024,House,Carlow,1.0
2021,B3,2020-2024,House,Kilkenny,1.0
2021,B3,2020-2024,House,Limerick,1.0
2021,B3,2020-2024,House,Offaly,1.0
2021,B3,2020-2024,House,Tipperary,1.0
2021,B3,2020-2024,House,Waterford,1.0
2021,C,2000-2004,Apartment,Carlow,5.0
2021,C,2000-2004,Apartment,Cavan,8.0
2021,C,2000-2004,Apartment,Clare,12.0
2021,C,2000-2004,Apartment,Cork,97.0
2021,C,2000-2004,Apartment,Donegal,9.0
2021,C,2000-2004,Apartment,Dublin,173.0
2021,C,2000-2004,Apartment,Galway,87.0
2021,C,2000-2004,Apartment,Kerry,18.0
2021,C,2000-2004,Apartment,Kildare,85.0
2021,C,2000-2004,Apartment,Kilkenny,15.0
2021,C,2000-2004,Apartment,Laois,10.0
2021,C,2000-2004,Apartment,Leitrim,6.0
2021,C,2000-2004,Apartment,Limerick,143.0
2021,C,2000-2004,Apartment,Longford,6.0
2021,C,2000-2004,Apartment,Louth,21.0
2021,C,2000-2004,Apartment,Mayo,9.0
2021,C,2000-2004,Apartment,Meath,46.0
2021,C,2000-2004,Apartment,Monaghan,1.0
2021,C,2000-2004,Apartment,Offaly,6.0
2021,C,2000-2004,Apartment,Roscommon,2.0
2021,C,2000-2004,Apartment,Sligo,55.0
2021,C,2000-2004,Apartment,Tipperary,11.0
2021,C,2000-2004,Apartment,Waterford,35.0
2021,C,2000-2004,Apartment,Westmeath,23.0
2021,C,2000-2004,Apartment,Wexford,27.0
2021,C,2000-2004,Apartment,Wicklow,30.0
2021,C,2000-2004,House,Carlow,72.0
2021,C,2000-2004,House,Cavan,96.0
2021,C,2000-2004,House,Clare,114.0
2021,C,2000-2004,House,Cork,347.0
2021,C,2000-2004,House,Donegal,231.0
2021,C,2000-2004,House,Dublin,273.0
2021,C,2000-2004,House,Galway,271.0
2021,C,2000-2004,House,Kerry,130.0
2021,C,2000-2004,House,Kildare,244.0
2021,C,2000-2004,House,Kilkenny,90.0
2021,C,2000-2004,House,Laois,122.0
2021,C,2000-2004,House,Leitrim,53.0
2021,C,2000-2004,House,Limerick,145.0
2021,C,2000-2004,House,Longford,55.0
2021,C,2000-2004,House,Louth,144.0
2021,C,2000-2004,House,Mayo,153.0
2021,C,2000-2004,House,Meath,254.0
2021,C,2000-2004,House,Monaghan,36.0
2021,C,2000-2004,House,Offaly,98.0
2021,C,2000-2004,House,Roscommon,74.0
2021,C,2000-2004,House,Sligo,51.0
2021,C,2000-2004,House,Tipperary,142.0
2021,C,2000-2004,House,Waterford,152.0
2021,C,2000-2004,House,Westmeath,115.0
2021,C,2000-2004,House,Wexford,217.0
2021,C,2000-2004,House,Wicklow,90.0
2021,C,2005-2009,Apartment,Carlow,30.0
2021,C,2005-2009,Apartment,Cavan,21.0
2021,C,2005-2009,Apartment,Clare,19.0
2021,C,2005-2009,Apartment,Cork,77.0
2021,C,2005-2009,Apartment,Donegal,6.0
2021,C,2005-2009,Apartment,Dublin,203.0
2021,C,2005-2009,Apartment,Galway,40.0
2021,C,2005-2009,Apartment,Kerry,28.0
2021,C,2005-2009,Apartment,Kildare,75.0
2021,C,2005-2009,Apartment,Kilkenny,12.0
2021,C,2005-2009,Apartment,Laois,12.0
2021,C,2005-2009,Apartment,Leitrim,5.0
2021,C,2005-2009,Apartment,Limerick,35.0
2021,C,2005-2009,Apartment,Longford,4.0
2021,C,2005-2009,Apartment,Louth,52.0
2021,C,2005-2009,Apartment,Mayo,42.0
2021,C,2005-2009,Apartment,Meath,58.0
2021,C,2005-2009,Apartment,Monaghan,3.0
2021,C,2005-2009,Apartment,Offaly,9.0
2021,C,2005-2009,Apartment,Roscommon,16.0
2021,C,2005-2009,Apartment,Sligo,11.0
2021,C,2005-2009,Apartment,Tipperary,5.0
2021,C,2005-2009,Apartment,Waterford,46.0
2021,C,2005-2009,Apartment,Westmeath,23.0
2021,C,2005-2009,Apartment,Wexford,15.0
2021,C,2005-2009,Apartment,Wicklow,27.0
2021,C,2005-2009,House,Carlow,60.0
2021,C,2005-2009,House,Cavan,89.0
2021,C,2005-2009,House,Clare,71.0
2021,C,2005-2009,House,Cork,230.0
2021,C,2005-2009,House,Donegal,147.0
2021,C,2005-2009,House,Dublin,103.0
2021,C,2005-2009,House,Galway,171.0
2021,C,2005-2009,House,Kerry,105.0
2021,C,2005-2009,House,Kildare,128.0
2021,C,2005-2009,House,Kilkenny,64.0
2021,C,2005-2009,House,Laois,109.0
2021,C,2005-2009,House,Leitrim,56.0
2021,C,2005-2009,House,Limerick,119.0
2021,C,2005-2009,House,Longford,75.0
2021,C,2005-2009,House,Louth,73.0
2021,C,2005-2009,House,Mayo,138.0
2021,C,2005-2009,House,Meath,118.0
2021,C,2005-2009,House,Monaghan,35.0
2021,C,2005-2009,House,Offaly,52.0
2021,C,2005-2009,House,Roscommon,96.0
2021,C,2005-2009,House,Sligo,85.0
2021,C,2005-2009,House,Tipperary,163.0
2021,C,2005-2009,House,Waterford,75.0
2021,C,2005-2009,House,Westmeath,56.0
2021,C,2005-2009,House,Wexford,149.0
2021,C,2005-2009,House,Wicklow,56.0
2021,C,2010-2014,Apartment,Cork,2.0
2021,C,2010-2014,Apartment,Dublin,1.0
2021,C,2010-2014,Apartment,Limerick,2.0
2021,C,2010-2014,Apartment,Meath,3.0
2021,C,2010-2014,House,Carlow,1.0
2021,C,2010-2014,House,Cavan,3.0
2021,C,2010-2014,House,Cork,2.0
2021,C,2010-2014,House,Donegal,3.0
2021,C,2010-2014,House,Galway,1.0
2021,C,2010-2014,House,Kerry,2.0
2021,C,2010-2014,House,Kildare,6.0
2021,C,2010-2014,House,Kilkenny,1.0
2021,C,2010-2014,House,Laois,1.0
2021,C,2010-2014,House,Longford,1.0
2021,C,2010-2014,House,Louth,1.0
2021,C,2010-2014,House,Mayo,3.0
2021,C,2010-2014,House,Offaly,2.0
2021,C,2010-2014,House,Roscommon,3.0
2021,C,2010-2014,House,Tipperary,5.0
2021,C,2010-2014,House,Westmeath,1.0
2021,C,2010-2014,House,Wexford,2.0
2021,C,2010-2014,House,Wicklow,1.0
2021,C,2015-2019,Apartment,Cork,2.0
2021,C,2015-2019,Apartment,Kerry,1.0
2021,C,2015-2019,Apartment,Mayo,2.0
2021,C,2015-2019,Apartment,Waterford,3.0
2021,C,2015-2019,House,Cork,2.0
2021,C,2015-2019,House,Donegal,1.0
2021,C,2015-2019,House,Limerick,2.0
2021,C,2015-2019,House,Mayo,1.0
2021,C,2015-2019,House,Meath,1.0
2021,C,2015-2019,House,Sligo,1.0
2021,C,2015-2019,House,Tipperary,1.0
2021,C,2020-2024,Apartment,Dublin,1.0
2021,C,2020-2024,House,Cavan,1.0
2021,C,2020-2024,House,Cork,1.0
2021,C,2020-2024,House,Kildare,2.0
2021,D,2000-2004,Apartment,Carlow,6.0
2021,D,2000-2004,Apartment,Cavan,4.0
2021,D,2000-2004,Apartment,Clare,1.0
2021,D,2000-2004,Apartment,Cork,45.0
2021,D,2000-2004,Apartment,Donegal,5.0
2021,D,2000-2004,Apartment,Dublin,54.0
2021,D,2000-2004,Apartment,Galway,63.0
2021,D,2000-2004,Apartment,Kerry,8.0
2021,D,2000-2004,Apartment,Kildare,34.0
2021,D,2000-2004,Apartment,Kilkenny,5.0
2021,D,2000-2004,Apartment,Laois,13.0
2021,D,2000-2004,Apartment,Leitrim,4.0
2021,D,2000-2004,Apartment,Limerick,51.0
2021,D,2000-2004,Apartment,Longford,15.0
2021,D,2000-2004,Apartment,Louth,7.0
2021,D,2000-2004,Apartment,Mayo,7.0
2021,D,2000-2004,Apartment,Meath,8.0
2021,D,2000-2004,Apartment,Monaghan,2.0
2021,D,2000-2004,Apartment,Offaly,6.0
2021,D,2000-2004,Apartment,Roscommon,2.0
2021,D,2000-2004,Apartment,Sligo,47.0
2021,D,2000-2004,Apartment,Tipperary,4.0
2021,D,2000-2004,Apartment,Waterford,25.0
2021,D,2000-2004,Apartment,Westmeath,20.0
2021,D,2000-2004,Apartment,Wexford,20.0
2021,D,2000-2004,Apartment,Wicklow,12.0
2021,D,2000-2004,House,Carlow,6.0
2021,D,2000-2004,House,Cavan,20.0
2021,D,2000-2004,House,Clare,40.0
2021,D,2000-2004,House,Cork,42.0
2021,D,2000-2004,House,Donegal,36.0
2021,D,2000-2004,House,Dublin,37.0
2021,D,2000-2004,House,Galway,54.0
2021,D,2000-2004,House,Kerry,39.0
2021,D,2000-2004,House,Kildare,24.0
2021,D,2000-2004,House,Kilkenny,11.0
2021,D,2000-2004,House,Laois,18.0
2021,D,2000-2004,House,Leitrim,8.0
2021,D,2000-2004,House,Limerick,26.0
2021,D,2000-2004,House,Longford,22.0
2021,D,2000-2004,House,Louth,18.0
2021,D,2000-2004,House,Mayo,25.0
2021,D,2000-2004,House,Meath,29.0
2021,D,2000-2004,House,Monaghan,6.0
2021,D,2000-2004,House,Offaly,17.0
2021,D,2000-2004,House,Roscommon,20.0
2021,D,2000-2004,House,Sligo,12.0
2021,D,2000-2004,House,Tipperary,34.0
2021,D,2000-2004,House,Waterford,28.0
2021,D,2000-2004,House,Westmeath,11.0
2021,D,2000-2004,House,Wexford,71.0
2021,D,2000-2004,House,Wicklow,11.0
2021,D,2005-2009,Apartment,Carlow,14.0
2021,D,2005-2009,Apartment,Cavan,13.0
2021,D,2005-2009,Apartment,Clare,1.0
2021,D,2005-2009,Apartment,Cork,24.0
2021,D,2005-2009,Apartment,Donegal,3.0
2021,D,2005-2009,Apartment,Dublin,17.0
2021,D,2005-2009,Apartment,Galway,17.0
2021,D,2005-2009,Apartment,Kerry,10.0
2021,D,2005-2009,Apartment,Kildare,10.0
2021,D,2005-2009,Apartment,Kilkenny,3.0
2021,D,2005-2009,Apartment,Laois,6.0
2021,D,2005-2009,Apartment,Leitrim,5.0
2021,D,2005-2009,Apartment,Limerick,7.0
2021,D,2005-2009,Apartment,Longford,8.0
2021,D,2005-2009,Apartment,Louth,7.0
2021,D,2005-2009,Apartment,Mayo,17.0
2021,D,2005-2009,Apartment,Meath,8.0
2021,D,2005-2009,Apartment,Monaghan,3.0
2021,D,2005-2009,Apartment,Offaly,2.0
2021,D,2005-2009,Apartment,Roscommon,1.0
2021,D,2005-2009,Apartment,Sligo,8.0
2021,D,2005-2009,Apartment,Tipperary,13.0
2021,D,2005-2009,Apartment,Waterford,9.0
2021,D,2005-2009,Apartment,Westmeath,11.0
2021,D,2005-2009,Apartment,Wexford,12.0
2021,D,2005-2009,Apartment,Wicklow,4.0
2021,D,2005-2009,House,Carlow,2.0
2021,D,2005-2009,House,Cavan,5.0
2021,D,2005-2009,House,Clare,15.0
2021,D,2005-2009,House,Cork,19.0
2021,D,2005-2009,House,Donegal,9.0
2021,D,2005-2009,House,Dublin,11.0
2021,D,2005-2009,House,Galway,17.0
2021,D,2005-2009,House,Kerry,21.0
2021,D,2005-2009,House,Kildare,1.0
2021,D,2005-2009,House,Kilkenny,2.0
2021,D,2005-2009,House,Laois,3.0
2021,D,2005-2009,House,Leitrim,2.0
2021,D,2005-2009,House,Limerick,9.0
2021,D,2005-2009,House,Longford,4.0
2021,D,2005-2009,House,Louth,2.0
2021,D,2005-2009,House,Mayo,9.0
2021,D,2005-2009,House,Meath,5.0
2021,D,2005-2009,House,Monaghan,5.0
2021,D,2005-2009,House,Offaly,3.0
2021,D,2005-2009,House,Roscommon,8.0
2021,D,2005-2009,House,Sligo,3.0
2021,D,2005-2009,House,Tipperary,9.0
2021,D,2005-2009,House,Waterford,3.0
2021,D,2005-2009,House,Westmeath,2.0
2021,D,2005-2009,House,Wexford,16.0
2021,D,2010-2014,Apartment,Cork,1.0
2021,D,2010-2014,Apartment,Wexford,1.0
2021,D,2010-2014,House,Clare,1.0
2021,D,2010-2014,House,Galway,1.0
2021,D,2010-2014,House,Kerry,1.0
2021,D,2010-2014,House,Kilkenny,1.0
2021,D,2010-2014,House,Westmeath,1.0
2021,D,2015-2019,Apartment,Mayo,1.0
2021,D,2015-2019,House,Mayo,1.0
2021,D,2020-2024,Apartment,Dublin,2.0
2021,D,2020-2024,House,Wexford,1.0
2021,D,2020-2024,House,Wicklow,1.0
2021,E,2000-2004,Apartment,Cavan,3.0
2021,E,2000-2004,Apartment,Cork,9.0
2021,E,2000-2004,Apartment,Donegal,3.0
2021,E,2000-2004,Apartment,Dublin,6.0
2021,E,2000-2004,Apartment,Galway,34.0
2021,E,2000-2004,Apartment,Kerry,1.0
2021,E,2000-2004,Apartment,Kildare,7.0
2021,E,2000-2004,Apartment,Kilkenny,1.0
2021,E,2000-2004,Apartment,Laois,1.0
2021,E,2000-2004,Apartment,Leitrim,1.0
2021,E,2000-2004,Apartment,Limerick,8.0
2021,E,2000-2004,Apartment,Longford,1.0
2021,E,2000-2004,Apartment,Louth,2.0
2021,E,2000-2004,Apartment,Mayo,1.0
2021,E,2000-2004,Apartment,Meath,5.0
2021,E,2000-2004,Apartment,Roscommon,2.0
2021,E,2000-2004,Apartment,Sligo,4.0
2021,E,2000-2004,Apartment,Tipperary,1.0
2021,E,2000-2004,Apartment,Waterford,4.0
2021,E,2000-2004,Apartment,Westmeath,1.0
2021,E,2000-2004,Apartment,Wexford,4.0
2021,E,2000-2004,Apartment,Wicklow,1.0
2021,E,2000-2004,House,Clare,3.0
2021,E,2000-2004,House,Cork,7.0
2021,E,2000-2004,House,Donegal,4.0
2021,E,2000-2004,House,Dublin,3.0
2021,E,2000-2004,House,Galway,4.0
2021,E,2000-2004,House,Kerry,6.0
2021,E,2000-2004,House,Kildare,27.0
2021,E,2000-2004,House,Kilkenny,3.0
2021,E,2000-2004,House,Leitrim,2.0
2021,E,2000-2004,House,Limerick,3.0
2021,E,2000-2004,House,Longford,1.0
2021,E,2000-2004,House,Louth,1.0
2021,E,2000-2004,House,Mayo,3.0
2021,E,2000-2004,House,Meath,1.0
2021,E,2000-2004,House,Monaghan,1.0
2021,E,2000-2004,House,Offaly,4.0
2021,E,2000-2004,House,Waterford,5.0
2021,E,2000-2004,House,Westmeath,1.0
2021,E,2000-2004,House,Wexford,9.0
2021,E,2000-2004,House,Wicklow,2.0
2021,E,2005-2009,Apartment,Cavan,6.0
2021,E,2005-2009,Apartment,Clare,2.0
2021,E,2005-2009,Apartment,Cork,1.0
2021,E,2005-2009,Apartment,Donegal,1.0
2021,E,2005-2009,Apartment,Dublin,3.0
2021,E,2005-2009,Apartment,Galway,7.0
2021,E,2005-2009,Apartment,Kerry,6.0
2021,E,2005-2009,Apartment,Kildare,2.0
2021,E,2005-2009,Apartment,Laois,4.0
2021,E,2005-2009,Apartment,Louth,5.0
2021,E,2005-2009,Apartment,Mayo,2.0
2021,E,2005-2009,Apartment,Meath,4.0
2021,E,2005-2009,Apartment,Monaghan,4.0
2021,E,2005-2009,Apartment,Offaly,4.0
2021,E,2005-2009,Apartment,Roscommon,3.0
2021,E,2005-2009,Apartment,Sligo,1.0
2021,E,2005-2009,Apartment,Tipperary,4.0
2021,E,2005-2009,Apartment,Westmeath,1.0
2021,E,2005-2009,Apartment,Wexford,1.0
2021,E,2005-2009,House,Carlow,1.0
2021,E,2005-2009,House,Cavan,1.0
2021,E,2005-2009,House,Clare,1.0
2021,E,2005-2009,House,Cork,1.0
2021,E,2005-2009,House,Donegal,1.0
2021,E,2005-2009,House,Galway,2.0
2021,E,2005-2009,House,Leitrim,3.0
2021,E,2005-2009,House,Mayo,2.0
2021,E,2005-2009,House,Offaly,1.0
2021,E,2005-2009,House,Roscommon,2.0
2021,E,2005-2009,House,Tipperary,1.0
2021,E,2005-2009,House,Wexford,2.0
2021,E,2010-2014,Apartment,Dublin,1.0
2021,E,2010-2014,House,Cork,1.0
2021,E,2010-2014,House,Meath,1.0
2021,E,2015-2019,House,Tipperary,1.0
2021,E,2020-2024,Apartment,Kildare,1.0
2021,F-G,2000-2004,Apartment,Cavan,1.0
2021,F-G,2000-2004,Apartment,Cork,1.0
2021,F-G,2000-2004,Apartment,Donegal,7.0
2021,F-G,2000-2004,Apartment,Galway,2.0
2021,F-G,2000-2004,Apartment,Kerry,1.0
2021,F-G,2000-2004,Apartment,Kildare,5.0
2021,F-G,2000-2004,Apartment,Limerick,1.0
2021,F-G,2000-2004,Apartment,Meath,1.0
2021,F-G,2000-2004,Apartment,Sligo,1.0
2021,F-G,2000-2004,Apartment,Tipperary,1.0
2021,F-G,2000-2004,House,Clare,1.0
2021,F-G,2000-2004,House,Donegal,2.0
2021,F-G,2000-2004,House,Dublin,1.0
2021,F-G,2000-2004,House,Galway,3.0
2021,F-G,2000-2004,House,Kerry,2.0
2021,F-G,2000-2004,House,Kildare,1.0
2021,F-G,2000-2004,House,Mayo,3.0
2021,F-G,2000-2004,House,Meath,1.0
2021,F-G,2000-2004,House,Offaly,2.0
2021,F-G,2000-2004,House,Sligo,2.0
2021,F-G,2000-2004,House,Tipperary,1.0
2021,F-G,2000-2004,House,Waterford,1.0
2021,F-G,2005-2009,Apartment,Cork,2.0
2021,F-G,2005-2009,Apartment,Donegal,3.0
2021,F-G,2005-2009,Apartment,Galway,2.0
2021,F-G,2005-2009,Apartment,Limerick,1.0
2021,F-G,2005-2009,Apartment,Westmeath,2.0
2021,F-G,2005-2009,House,Cork,1.0
2021,F-G,2005-2009,House,Kerry,1.0
2021,F-G,2005-2009,House,Kildare,1.0
2021,F-G,2005-2009,House,Offaly,2.0
2021,F-G,2005-2009,House,Wexford,1.0
2021,F-G,2010-2014,House,Galway,1.0
2021,F-G,2010-2014,House,Wexford,1.0
2022,A1,2000-2004,House,Cavan,1.0
2022,A1,2000-2004,House,Clare,2.0
2022,A1,2000-2004,House,Cork,11.0
2022,A1,2000-2004,House,Donegal,3.0
2022,A1,2000-2004,House,Galway,5.0
2022,A1,2000-2004,House,Kerry,2.0
2022,A1,2000-2004,House,Kildare,1.0
2022,A1,2000-2004,House,Kilkenny,2.0
2022,A1,2000-2004,House,Laois,1.0
2022,A1,2000-2004,House,Leitrim,1.0
2022,A1,2000-2004,House,Limerick,1.0
2022,A1,2000-2004,House,Louth,2.0
2022,A1,2000-2004,House,Mayo,1.0
2022,A1,2000-2004,House,Meath,1.0
2022,A1,2000-2004,House,Monaghan,1.0
2022,A1,2000-2004,House,Offaly,3.0
2022,A1,2000-2004,House,Tipperary,2.0
2022,A1,2000-2004,House,Waterford,5.0
2022,A1,2000-2004,House,Wexford,2.0
2022,A1,2000-2004,House,Wicklow,2.0
2022,A1,2005-2009,House,Clare,3.0
2022,A1,2005-2009,House,Cork,11.0
2022,A1,2005-2009,House,Donegal,6.0
2022,A1,2005-2009,House,Dublin,1.0
2022,A1,2005-2009,House,Galway,15.0
2022,A1,2005-2009,House,Kerry,2.0
2022,A1,2005-2009,House,Kildare,3.0
2022,A1,2005-2009,House,Kilkenny,1.0
2022,A1,2005-2009,House,Laois,1.0
2022,A1,2005-2009,House,Leitrim,2.0
2022,A1,2005-2009,House,Limerick,1.0
2022,A1,2005-2009,House,Louth,1.0
2022,A1,2005-2009,House,Mayo,3.0
2022,A1,2005-2009,House,Meath,3.0
2022,A1,2005-2009,House,Roscommon,4.0
2022,A1,2005-2009,House,Sligo,2.0
2022,A1,2005-2009,House,Tipperary,2.0
2022,A1,2005-2009,House,Wexford,1.0
2022,A1,2005-2009,House,Wicklow,3.0
2022,A1,2010-2014,House,Carlow,1.0
2022,A1,2010-2014,House,Clare,1.0
2022,A1,2010-2014,House,Cork,4.0
2022,A1,2010-2014,House,Donegal,1.0
2022,A1,2010-2014,House,Dublin,2.0
2022,A1,2010-2014,House,Galway,2.0
2022,A1,2010-2014,House,Kerry,2.0
2022,A1,2010-2014,House,Louth,1.0
2022,A1,2010-2014,House,Sligo,1.0
2022,A1,2010-2014,House,Tipperary,2.0
2022,A1,2010-2014,House,Westmeath,1.0
2022,A1,2010-2014,House,Wexford,2.0
2022,A1,2010-2014,House,Wicklow,2.0
2022,A1,2015-2019,Apartment,Galway,1.0
2022,A1,2015-2019,House,Carlow,1.0
2022,A1,2015-2019,House,Cavan,1.0
2022,A1,2015-2019,House,Clare,7.0
2022,A1,2015-2019,House,Cork,34.0
2022,A1,2015-2019,House,Donegal,4.0
2022,A1,2015-2019,House,Dublin,16.0
2022,A1,2015-2019,House,Galway,14.0
2022,A1,2015-2019,House,Kerry,6.0
2022,A1,2015-2019,House,Kildare,15.0
2022,A1,2015-2019,House,Kilkenny,2.0
2022,A1,2015-2019,House,Laois,3.0
2022,A1,2015-2019,House,Leitrim,1.0
2022,A1,2015-2019,House,Limerick,2.0
2022,A1,2015-2019,House,Louth,4.0
2022,A1,2015-2019,House,Mayo,8.0
2022,A1,2015-2019,House,Meath,16.0
2022,A1,2015-2019,House,Monaghan,2.0
2022,A1,2015-2019,House,Offaly,2.0
2022,A1,2015-2019,House,Roscommon,1.0
2022,A1,2015-2019,House,Sligo,3.0
2022,A1,2015-2019,House,Tipperary,5.0
2022,A1,2015-2019,House,Waterford,5.0
2022,A1,2015-2019,House,Westmeath,6.0
2022,A1,2015-2019,House,Wexford,8.0
2022,A1,2015-2019,House,Wicklow,13.0
2022,A1,2020-2024,Apartment,Cork,1.0
2022,A1,2020-2024,Apartment,Kildare,6.0
2022,A1,2020-2024,Apartment,Louth,2.0
2022,A1,2020-2024,Apartment,Meath,7.0
2022,A1,2020-2024,House,Carlow,1.0
2022,A1,2020-2024,House,Cavan,1.0
2022,A1,2020-2024,House,Clare,5.0
2022,A1,2020-2024,House,Cork,19.0
2022,A1,2020-2024,House,Donegal,9.0
2022,A1,2020-2024,House,Dublin,115.0
2022,A1,2020-2024,House,Galway,15.0
2022,A1,2020-2024,House,Kerry,4.0
2022,A1,2020-2024,House,Kildare,335.0
2022,A1,2020-2024,House,Kilkenny,2.0
2022,A1,2020-2024,House,Laois,3.0
2022,A1,2020-2024,House,Limerick,4.0
2022,A1,2020-2024,House,Louth,5.0
2022,A1,2020-2024,House,Mayo,6.0
2022,A1,2020-2024,House,Meath,281.0
2022,A1,2020-2024,House,Monaghan,1.0
2022,A1,2020-2024,House,Offaly,19.0
2022,A1,2020-2024,House,Roscommon,2.0
2022,A1,2020-2024,House,Sligo,3.0
2022,A1,2020-2024,House,Tipperary,9.0
2022,A1,2020-2024,House,Waterford,2.0
2022,A1,2020-2024,House,Westmeath,9.0
2022,A1,2020-2024,House,Wexford,11.0
2022,A1,2020-2024,House,Wicklow,12.0
2022,A2,2000-2004,House,Carlow,2.0
2022,A2,2000-2004,House,Cavan,1.0
2022,A2,2000-2004,House,Clare,3.0
2022,A2,2000-2004,House,Cork,15.0
2022,A2,2000-2004,House,Donegal,6.0
2022,A2,2000-2004,House,Dublin,3.0
2022,A2,2000-2004,House,Galway,12.0
2022,A2,2000-2004,House,Kerry,3.0
2022,A2,2000-2004,House,Kildare,5.0
2022,A2,2000-2004,House,Kilkenny,3.0
2022,A2,2000-2004,House,Leitrim,1.0
2022,A2,2000-2004,House,Limerick,4.0
2022,A2,2000-2004,House,Longford,3.0
2022,A2,2000-2004,House,Louth,8.0
2022,A2,2000-2004,House,Mayo,2.0
2022,A2,2000-2004,House,Meath,4.0
2022,A2,2000-2004,House,Monaghan,2.0
2022,A2,2000-2004,House,Offaly,3.0
2022,A2,2000-2004,House,Roscommon,1.0
2022,A2,2000-2004,House,Sligo,2.0
2022,A2,2000-2004,House,Tipperary,5.0
2022,A2,2000-2004,House,Waterford,3.0
2022,A2,2000-2004,House,Wexford,6.0
2022,A2,2000-2004,House,Wicklow,3.0
2022,A2,2005-2009,Apartment,Cork,16.0
2022,A2,2005-2009,Apartment,Donegal,23.0
2022,A2,2005-2009,Apartment,Kerry,1.0
2022,A2,2005-2009,House,Carlow,4.0
2022,A2,2005-2009,House,Cavan,6.0
2022,A2,2005-2009,House,Clare,6.0
2022,A2,2005-2009,House,Cork,23.0
2022,A2,2005-2009,House,Donegal,8.0
2022,A2,2005-2009,House,Dublin,7.0
2022,A2,2005-2009,House,Galway,43.0
2022,A2,2005-2009,House,Kerry,5.0
2022,A2,2005-2009,House,Kildare,6.0
2022,A2,2005-2009,House,Kilkenny,3.0
2022,A2,2005-2009,House,Laois,5.0
2022,A2,2005-2009,House,Leitrim,3.0
2022,A2,2005-2009,House,Limerick,6.0
2022,A2,2005-2009,House,Longford,8.0
2022,A2,2005-2009,House,Louth,3.0
2022,A2,2005-2009,House,Mayo,7.0
2022,A2,2005-2009,House,Meath,7.0
2022,A2,2005-2009,House,Monaghan,1.0
2022,A2,2005-2009,House,Offaly,4.0
2022,A2,2005-2009,House,Roscommon,5.0
2022,A2,2005-2009,House,Sligo,4.0
2022,A2,2005-2009,House,Tipperary,8.0
2022,A2,2005-2009,House,Waterford,8.0
2022,A2,2005-2009,House,Westmeath,4.0
2022,A2,2005-2009,House,Wexford,6.0
2022,A2,2005-2009,House,Wicklow,4.0
2022,A2,2010-2014,House,Cavan,1.0
2022,A2,2010-2014,House,Cork,6.0
2022,A2,2010-2014,House,Donegal,4.0
2022,A2,2010-2014,House,Dublin,6.0
2022,A2,2010-2014,House,Galway,6.0
2022,A2,2010-2014,House,Kerry,7.0
