Year,BER Rating,Period of Construction,Dwelling_Category,County,VALUE
2020,A1,2000-2004,House,Donegal,2.0
2020,A1,2000-2004,House,Galway,2.0
2020,A1,2000-2004,House,Mayo,1.0
2020,A1,2005-2009,Apartment,Kerry,1.0
2020,A1,2005-2009,House,Donegal,1.0
2020,A1,2005-2009,House,Roscommon,1.0
2020,A1,2005-2009,House,Sligo,2.0
2020,A1,2010-2014,House,Cork,1.0
2020,A1,2010-2014,House,Wexford,1.0
2020,A1,2015-2019,House,Cavan,1.0
2020,A1,2015-2019,House,Clare,1.0
2020,A1,2015-2019,House,Cork,1.0
2020,A1,2015-2019,House,Donegal,1.0
2020,A1,2015-2019,House,Dublin,10.0
2020,A1,2015-2019,House,Galway,3.0
2020,A1,2015-2019,House,Kildare,18.0
2020,A1,2015-2019,House,Kilkenny,1.0
2020,A1,2015-2019,House,Limerick,16.0
2020,A1,2015-2019,House,Louth,1.0
2020,A1,2015-2019,House,Mayo,1.0
2020,A1,2015-2019,House,Meath,4.0
2020,A1,2015-2019,House,Monaghan,1.0
2020,A1,2015-2019,House,Sligo,2.0
2020,A1,2015-2019,House,Westmeath,4.0
2020,A1,2015-2019,House,Wexford,4.0
2020,A1,2020-2024,House,Carlow,1.0
2020,A1,2020-2024,House,Clare,1.0
2020,A1,2020-2024,House,Cork,3.0
2020,A1,2020-2024,House,Donegal,1.0
2020,A1,2020-2024,House,Dublin,2.0
2020,A1,2020-2024,House,Galway,2.0
2020,A1,2020-2024,House,Kerry,4.0
2020,A1,2020-2024,House,Louth,3.0
2020,A1,2020-2024,House,Mayo,2.0
2020,A1,2020-2024,House,Meath,2.0
2020,A1,2020-2024,House,Offaly,1.0
2020,A2,2000-2004,House,Carlow,2.0
2020,A2,2000-2004,House,Clare,1.0
2020,A2,2000-2004,House,Cork,1.0
2020,A2,2000-2004,House,Donegal,1.0
2020,A2,2000-2004,House,Dublin,1.0
2020,A2,2000-2004,House,Galway,1.0
2020,A2,2000-2004,House,Kildare,1.0
2020,A2,2000-2004,House,Laois,1.0
2020,A2,2000-2004,House,Mayo,1.0
2020,A2,2000-2004,House,Roscommon,1.0
2020,A2,2000-2004,House,Sligo,1.0
2020,A2,2000-2004,House,Tipperary,2.0
2020,A2,2000-2004,House,Westmeath,5.0
2020,A2,2005-2009,Apartment,Meath,1.0
2020,A2,2005-2009,Apartment,Wexford,3.0
2020,A2,2005-2009,House,Cavan,1.0
2020,A2,2005-2009,House,Clare,1.0
2020,A2,2005-2009,House,Cork,9.0
2020,A2,2005-2009,House,Donegal,5.0
2020,A2,2005-2009,House,Dublin,1.0
2020,A2,2005-2009,House,Galway,1.0
2020,A2,2005-2009,House,Kildare,1.0
2020,A2,2005-2009,House,Leitrim,1.0
2020,A2,2005-2009,House,Mayo,1.0
2020,A2,2005-2009,House,Meath,2.0
2020,A2,2005-2009,House,Roscommon,1.0
2020,A2,2005-2009,House,Sligo,1.0
2020,A2,2005-2009,House,Tipperary,1.0
2020,A2,2005-2009,House,Waterford,1.0
2020,A2,2005-2009,House,Westmeath,1.0
2020,A2,2005-2009,House,Wexford,1.0
2020,A2,2010-2014,House,Clare,1.0
2020,A2,2010-2014,House,Cork,5.0
2020,A2,2010-2014,House,Donegal,1.0
2020,A2,2010-2014,House,Galway,1.0
2020,A2,2010-2014,House,Kerry,1.0
2020,A2,2010-2014,House,Kildare,1.0
2020,A2,2010-2014,House,Kilkenny,1.0
2020,A2,2010-2014,House,Limerick,1.0
2020,A2,2010-2014,House,Meath,1.0
2020,A2,2010-2014,House,Tipperary,1.0
2020,A2,2010-2014,House,Waterford,1.0
2020,A2,2010-2014,House,Wexford,2.0
2020,A2,2015-2019,Apartment,Cork,16.0
2020,A2,2015-2019,Apartment,Donegal,27.0
2020,A2,2015-2019,Apartment,Dublin,65.0
2020,A2,2015-2019,Apartment,Galway,1.0
2020,A2,2015-2019,Apartment,Kildare,3.0
2020,A2,2015-2019,Apartment,Kilkenny,6.0
2020,A2,2015-2019,Apartment,Sligo,2.0
2020,A2,2015-2019,Apartment,Wexford,1.0
2020,A2,2015-2019,Apartment,Wicklow,2.0
2020,A2,2015-2019,House,Carlow,28.0
2020,A2,2015-2019,House,Cavan,18.0
2020,A2,2015-2019,House,Clare,26.0
2020,A2,2015-2019,House,Cork,336.0
2020,A2,2015-2019,House,Donegal,15.0
2020,A2,2015-2019,House,Dublin,308.0
2020,A2,2015-2019,House,Galway,227.0
2020,A2,2015-2019,House,Kerry,25.0
2020,A2,2015-2019,House,Kildare,348.0
2020,A2,2015-2019,House,Kilkenny,74.0
2020,A2,2015-2019,House,Laois,48.0
2020,A2,2015-2019,House,Leitrim,3.0
2020,A2,2015-2019,House,Limerick,59.0
2020,A2,2015-2019,House,Longford,2.0
2020,A2,2015-2019,House,Louth,72.0
2020,A2,2015-2019,House,Mayo,83.0
2020,A2,2015-2019,House,Meath,255.0
2020,A2,2015-2019,House,Monaghan,36.0
2020,A2,2015-2019,House,Offaly,19.0
2020,A2,2015-2019,House,Roscommon,12.0
2020,A2,2015-2019,House,Sligo,13.0
2020,A2,2015-2019,House,Tipperary,59.0
2020,A2,2015-2019,House,Waterford,76.0
2020,A2,2015-2019,House,Westmeath,9.0
2020,A2,2015-2019,House,Wexford,97.0
2020,A2,2015-2019,House,Wicklow,151.0
2020,A2,2020-2024,Apartment,Cork,79.0
2020,A2,2020-2024,Apartment,Donegal,2.0
2020,A2,2020-2024,Apartment,Dublin,68.0
2020,A2,2020-2024,Apartment,Galway,31.0
2020,A2,2020-2024,Apartment,Kerry,18.0
2020,A2,2020-2024,Apartment,Kildare,12.0
2020,A2,2020-2024,Apartment,Kilkenny,14.0
2020,A2,2020-2024,Apartment,Louth,4.0
2020,A2,2020-2024,Apartment,Meath,16.0
2020,A2,2020-2024,Apartment,Waterford,3.0
2020,A2,2020-2024,Apartment,Westmeath,10.0
2020,A2,2020-2024,Apartment,Wicklow,16.0
2020,A2,2020-2024,House,Carlow,21.0
2020,A2,2020-2024,House,Cavan,29.0
2020,A2,2020-2024,House,Clare,50.0
2020,A2,2020-2024,House,Cork,428.0
2020,A2,2020-2024,House,Donegal,47.0
2020,A2,2020-2024,House,Dublin,408.0
2020,A2,2020-2024,House,Galway,92.0
2020,A2,2020-2024,House,Kerry,167.0
2020,A2,2020-2024,House,Kildare,438.0
2020,A2,2020-2024,House,Kilkenny,53.0
2020,A2,2020-2024,House,Laois,16.0
2020,A2,2020-2024,House,Limerick,108.0
2020,A2,2020-2024,House,Louth,229.0
2020,A2,2020-2024,House,Mayo,46.0
2020,A2,2020-2024,House,Meath,398.0
2020,A2,2020-2024,House,Monaghan,30.0
2020,A2,2020-2024,House,Offaly,20.0
2020,A2,2020-2024,House,Roscommon,10.0
2020,A2,2020-2024,House,Sligo,2.0
2020,A2,2020-2024,House,Tipperary,7.0
2020,A2,2020-2024,House,Waterford,43.0
2020,A2,2020-2024,House,Westmeath,58.0
2020,A2,2020-2024,House,Wexford,185.0
2020,A2,2020-2024,House,Wicklow,263.0
2020,A3,2000-2004,Apartment,Offaly,9.0
2020,A3,2000-2004,House,Carlow,3.0
2020,A3,2000-2004,House,Cavan,2.0
2020,A3,2000-2004,House,Clare,4.0
2020,A3,2000-2004,House,Cork,11.0
2020,A3,2000-2004,House,Donegal,10.0
2020,A3,2000-2004,House,Dublin,1.0
2020,A3,2000-2004,House,Galway,7.0
2020,A3,2000-2004,House,Kerry,4.0
2020,A3,2000-2004,House,Kildare,2.0
2020,A3,2000-2004,House,Kilkenny,1.0
2020,A3,2000-2004,House,Laois,4.0
2020,A3,2000-2004,House,Leitrim,2.0
2020,A3,2000-2004,House,Limerick,22.0
2020,A3,2000-2004,House,Mayo,1.0
2020,A3,2000-2004,House,Meath,4.0
2020,A3,2000-2004,House,Monaghan,1.0
2020,A3,2000-2004,House,Offaly,25.0
2020,A3,2000-2004,House,Sligo,4.0
2020,A3,2000-2004,House,Tipperary,6.0
2020,A3,2000-2004,House,Waterford,2.0
2020,A3,2000-2004,House,Wexford,5.0
2020,A3,2000-2004,House,Wicklow,1.0
2020,A3,2005-2009,Apartment,Carlow,4.0
2020,A3,2005-2009,Apartment,Meath,13.0
2020,A3,2005-2009,Apartment,Tipperary,2.0
2020,A3,2005-2009,Apartment,Wexford,5.0
2020,A3,2005-2009,House,Carlow,3.0
2020,A3,2005-2009,House,Cavan,2.0
2020,A3,2005-2009,House,Clare,3.0
2020,A3,2005-2009,House,Cork,41.0
2020,A3,2005-2009,House,Donegal,12.0
2020,A3,2005-2009,House,Dublin,8.0
2020,A3,2005-2009,House,Galway,15.0
2020,A3,2005-2009,House,Kerry,22.0
2020,A3,2005-2009,House,Kildare,2.0
2020,A3,2005-2009,House,Kilkenny,10.0
2020,A3,2005-2009,House,Laois,5.0
2020,A3,2005-2009,House,Leitrim,3.0
2020,A3,2005-2009,House,Limerick,7.0
2020,A3,2005-2009,House,Longford,1.0
2020,A3,2005-2009,House,Louth,12.0
2020,A3,2005-2009,House,Mayo,5.0
2020,A3,2005-2009,House,Meath,4.0
2020,A3,2005-2009,House,Monaghan,8.0
2020,A3,2005-2009,House,Offaly,3.0
2020,A3,2005-2009,House,Roscommon,1.0
2020,A3,2005-2009,House,Sligo,4.0
2020,A3,2005-2009,House,Tipperary,4.0
2020,A3,2005-2009,House,Waterford,6.0
2020,A3,2005-2009,House,Westmeath,8.0
2020,A3,2005-2009,House,Wexford,4.0
2020,A3,2005-2009,House,Wicklow,8.0
2020,A3,2010-2014,House,Cavan,1.0
2020,A3,2010-2014,House,Clare,1.0
2020,A3,2010-2014,House,Cork,14.0
2020,A3,2010-2014,House,Donegal,2.0
2020,A3,2010-2014,House,Dublin,2.0
2020,A3,2010-2014,House,Galway,2.0
2020,A3,2010-2014,House,Kerry,2.0
2020,A3,2010-2014,House,Kildare,3.0
2020,A3,2010-2014,House,Kilkenny,1.0
2020,A3,2010-2014,House,Laois,1.0
2020,A3,2010-2014,House,Louth,2.0
2020,A3,2010-2014,House,Mayo,5.0
2020,A3,2010-2014,House,Meath,3.0
2020,A3,2010-2014,House,Monaghan,1.0
2020,A3,2010-2014,House,Offaly,1.0
2020,A3,2010-2014,House,Roscommon,1.0
2020,A3,2010-2014,House,Sligo,1.0
2020,A3,2010-2014,House,Tipperary,1.0
2020,A3,2010-2014,House,Waterford,2.0
2020,A3,2010-2014,House,Westmeath,1.0
2020,A3,2010-2014,House,Wexford,4.0
2020,A3,2010-2014,House,Wicklow,1.0
2020,A3,2015-2019,Apartment,Cork,30.0
2020,A3,2015-2019,Apartment,Donegal,3.0
2020,A3,2015-2019,Apartment,Dublin,142.0
2020,A3,2015-2019,Apartment,Galway,8.0
2020,A3,2015-2019,Apartment,Kerry,1.0
2020,A3,2015-2019,Apartment,Kildare,24.0
2020,A3,2015-2019,Apartment,Kilkenny,19.0
2020,A3,2015-2019,Apartment,Louth,3.0
2020,A3,2015-2019,Apartment,Meath,58.0
2020,A3,2015-2019,Apartment,Sligo,11.0
2020,A3,2015-2019,Apartment,Wexford,2.0
2020,A3,2015-2019,Apartment,Wicklow,1.0
2020,A3,2015-2019,House,Carlow,66.0
2020,A3,2015-2019,House,Cavan,13.0
2020,A3,2015-2019,House,Clare,18.0
2020,A3,2015-2019,House,Cork,274.0
2020,A3,2015-2019,House,Donegal,18.0
2020,A3,2015-2019,House,Dublin,211.0
2020,A3,2015-2019,House,Galway,77.0
2020,A3,2015-2019,House,Kerry,65.0
2020,A3,2015-2019,House,Kildare,283.0
2020,A3,2015-2019,House,Kilkenny,44.0
2020,A3,2015-2019,House,Laois,93.0
2020,A3,2015-2019,House,Leitrim,1.0
2020,A3,2015-2019,House,Limerick,43.0
2020,A3,2015-2019,House,Longford,3.0
2020,A3,2015-2019,House,Louth,66.0
2020,A3,2015-2019,House,Mayo,101.0
2020,A3,2015-2019,House,Meath,279.0
2020,A3,2015-2019,House,Monaghan,4.0
2020,A3,2015-2019,House,Offaly,25.0
2020,A3,2015-2019,House,Roscommon,11.0
2020,A3,2015-2019,House,Sligo,6.0
2020,A3,2015-2019,House,Tipperary,26.0
2020,A3,2015-2019,House,Waterford,114.0
2020,A3,2015-2019,House,Westmeath,34.0
2020,A3,2015-2019,House,Wexford,22.0
2020,A3,2015-2019,House,Wicklow,42.0
2020,A3,2020-2024,Apartment,Cork,44.0
2020,A3,2020-2024,Apartment,Donegal,2.0
2020,A3,2020-2024,Apartment,Dublin,60.0
2020,A3,2020-2024,Apartment,Galway,13.0
2020,A3,2020-2024,Apartment,Kerry,12.0
2020,A3,2020-2024,Apartment,Kildare,15.0
2020,A3,2020-2024,Apartment,Kilkenny,7.0
2020,A3,2020-2024,Apartment,Louth,2.0
2020,A3,2020-2024,Apartment,Meath,44.0
2020,A3,2020-2024,Apartment,Waterford,23.0
2020,A3,2020-2024,Apartment,Wicklow,16.0
2020,A3,2020-2024,House,Carlow,21.0
2020,A3,2020-2024,House,Cavan,13.0
2020,A3,2020-2024,House,Clare,49.0
2020,A3,2020-2024,House,Cork,436.0
2020,A3,2020-2024,House,Donegal,49.0
2020,A3,2020-2024,House,Dublin,208.0
2020,A3,2020-2024,House,Galway,66.0
2020,A3,2020-2024,House,Kerry,41.0
2020,A3,2020-2024,House,Kildare,228.0
2020,A3,2020-2024,House,Kilkenny,17.0
2020,A3,2020-2024,House,Laois,32.0
2020,A3,2020-2024,House,Limerick,75.0
2020,A3,2020-2024,House,Louth,89.0
2020,A3,2020-2024,House,Mayo,21.0
2020,A3,2020-2024,House,Meath,177.0
2020,A3,2020-2024,House,Monaghan,1.0
2020,A3,2020-2024,House,Offaly,6.0
2020,A3,2020-2024,House,Sligo,9.0
2020,A3,2020-2024,House,Tipperary,31.0
2020,A3,2020-2024,House,Waterford,53.0
2020,A3,2020-2024,House,Westmeath,10.0
2020,A3,2020-2024,House,Wexford,27.0
2020,A3,2020-2024,House,Wicklow,41.0
2020,B1,2000-2004,Apartment,Dublin,3.0
2020,B1,2000-2004,Apartment,Mayo,1.0
2020,B1,2000-2004,Apartment,Offaly,4.0
2020,B1,2000-2004,House,Carlow,2.0
2020,B1,2000-2004,House,Cavan,1.0
2020,B1,2000-2004,House,Clare,1.0
2020,B1,2000-2004,House,Cork,27.0
2020,B1,2000-2004,House,Donegal,4.0
2020,B1,2000-2004,House,Dublin,6.0
2020,B1,2000-2004,House,Galway,8.0
2020,B1,2000-2004,House,Kerry,7.0
2020,B1,2000-2004,House,Kildare,11.0
2020,B1,2000-2004,House,Kilkenny,1.0
2020,B1,2000-2004,House,Laois,1.0
2020,B1,2000-2004,House,Leitrim,7.0
2020,B1,2000-2004,House,Limerick,14.0
2020,B1,2000-2004,House,Longford,2.0
2020,B1,2000-2004,House,Louth,5.0
2020,B1,2000-2004,House,Mayo,1.0
2020,B1,2000-2004,House,Meath,10.0
2020,B1,2000-2004,House,Offaly,3.0
2020,B1,2000-2004,House,Roscommon,1.0
2020,B1,2000-2004,House,Sligo,5.0
2020,B1,2000-2004,House,Tipperary,5.0
2020,B1,2000-2004,House,Waterford,7.0
2020,B1,2000-2004,House,Westmeath,1.0
2020,B1,2000-2004,House,Wexford,18.0
2020,B1,2000-2004,House,Wicklow,6.0
2020,B1,2005-2009,Apartment,Cavan,1.0
2020,B1,2005-2009,Apartment,Cork,44.0
2020,B1,2005-2009,Apartment,Dublin,14.0
2020,B1,2005-2009,Apartment,Kildare,3.0
2020,B1,2005-2009,Apartment,Laois,1.0
2020,B1,2005-2009,Apartment,Limerick,7.0
2020,B1,2005-2009,Apartment,Louth,1.0
2020,B1,2005-2009,Apartment,Meath,4.0
2020,B1,2005-2009,Apartment,Sligo,1.0
2020,B1,2005-2009,Apartment,Tipperary,14.0
2020,B1,2005-2009,Apartment,Westmeath,1.0
2020,B1,2005-2009,House,Carlow,3.0
2020,B1,2005-2009,House,Cavan,8.0
2020,B1,2005-2009,House,Clare,4.0
2020,B1,2005-2009,House,Cork,37.0
2020,B1,2005-2009,House,Donegal,10.0
2020,B1,2005-2009,House,Dublin,12.0
2020,B1,2005-2009,House,Galway,14.0
2020,B1,2005-2009,House,Kerry,23.0
2020,B1,2005-2009,House,Kildare,12.0
2020,B1,2005-2009,House,Kilkenny,6.0
2020,B1,2005-2009,House,Laois,5.0
2020,B1,2005-2009,House,Leitrim,6.0
2020,B1,2005-2009,House,Limerick,21.0
2020,B1,2005-2009,House,Longford,7.0
2020,B1,2005-2009,House,Louth,7.0
2020,B1,2005-2009,House,Mayo,8.0
2020,B1,2005-2009,House,Meath,10.0
2020,B1,2005-2009,House,Monaghan,5.0
2020,B1,2005-2009,House,Offaly,6.0
2020,B1,2005-2009,House,Roscommon,7.0
2020,B1,2005-2009,House,Sligo,2.0
2020,B1,2005-2009,House,Tipperary,13.0
2020,B1,2005-2009,House,Waterford,9.0
2020,B1,2005-2009,House,Westmeath,8.0
2020,B1,2005-2009,House,Wexford,12.0
2020,B1,2005-2009,House,Wicklow,10.0
2020,B1,2010-2014,Apartment,Cork,1.0
2020,B1,2010-2014,Apartment,Limerick,2.0
2020,B1,2010-2014,Apartment,Meath,3.0
2020,B1,2010-2014,House,Carlow,2.0
2020,B1,2010-2014,House,Cavan,2.0
2020,B1,2010-2014,House,Clare,6.0
2020,B1,2010-2014,House,Cork,15.0
2020,B1,2010-2014,House,Donegal,7.0
2020,B1,2010-2014,House,Dublin,4.0
2020,B1,2010-2014,House,Galway,4.0
2020,B1,2010-2014,House,Kerry,2.0
2020,B1,2010-2014,House,Kildare,7.0
2020,B1,2010-2014,House,Kilkenny,2.0
2020,B1,2010-2014,House,Laois,2.0
2020,B1,2010-2014,House,Limerick,8.0
2020,B1,2010-2014,House,Longford,1.0
2020,B1,2010-2014,House,Louth,5.0
2020,B1,2010-2014,House,Mayo,4.0
2020,B1,2010-2014,House,Meath,2.0
2020,B1,2010-2014,House,Monaghan,2.0
2020,B1,2010-2014,House,Offaly,2.0
2020,B1,2010-2014,House,Roscommon,1.0
2020,B1,2010-2014,House,Sligo,6.0
2020,B1,2010-2014,House,Tipperary,5.0
2020,B1,2010-2014,House,Waterford,4.0
2020,B1,2010-2014,House,Westmeath,2.0
2020,B1,2010-2014,House,Wexford,1.0
2020,B1,2015-2019,Apartment,Cork,3.0
2020,B1,2015-2019,Apartment,Galway,2.0
2020,B1,2015-2019,Apartment,Kerry,5.0
2020,B1,2015-2019,Apartment,Kildare,2.0
2020,B1,2015-2019,House,Carlow,4.0
2020,B1,2015-2019,House,Cork,13.0
2020,B1,2015-2019,House,Donegal,3.0
2020,B1,2015-2019,House,Dublin,3.0
2020,B1,2015-2019,House,Galway,7.0
2020,B1,2015-2019,House,Kerry,5.0
2020,B1,2015-2019,House,Kildare,1.0
2020,B1,2015-2019,House,Kilkenny,4.0
2020,B1,2015-2019,House,Laois,4.0
2020,B1,2015-2019,House,Limerick,7.0
2020,B1,2015-2019,House,Longford,1.0
2020,B1,2015-2019,House,Louth,2.0
2020,B1,2015-2019,House,Mayo,11.0
2020,B1,2015-2019,House,Meath,3.0
2020,B1,2015-2019,House,Offaly,1.0
2020,B1,2015-2019,House,Roscommon,1.0
2020,B1,2015-2019,House,Sligo,1.0
2020,B1,2015-2019,House,Tipperary,3.0
2020,B1,2015-2019,House,Westmeath,2.0
2020,B1,2015-2019,House,Wexford,3.0
2020,B1,2015-2019,House,Wicklow,2.0
2020,B1,2020-2024,Apartment,Meath,2.0
2020,B1,2020-2024,House,Cork,2.0
2020,B1,2020-2024,House,Galway,1.0
2020,B1,2020-2024,House,Kildare,1.0
2020,B1,2020-2024,House,Kilkenny,1.0
2020,B1,2020-2024,House,Louth,2.0
2020,B1,2020-2024,House,Meath,1.0
2020,B1,2020-2024,House,Offaly,1.0
2020,B1,2020-2024,House,Wexford,1.0
2020,B2,2000-2004,Apartment,Carlow,1.0
2020,B2,2000-2004,Apartment,Cork,9.0
2020,B2,2000-2004,Apartment,Donegal,1.0
2020,B2,2000-2004,Apartment,Dublin,18.0
2020,B2,2000-2004,Apartment,Galway,2.0
2020,B2,2000-2004,Apartment,Kerry,1.0
2020,B2,2000-2004,Apartment,Kildare,2.0
2020,B2,2000-2004,Apartment,Kilkenny,1.0
2020,B2,2000-2004,Apartment,Laois,2.0
2020,B2,2000-2004,Apartment,Limerick,4.0
2020,B2,2000-2004,Apartment,Louth,2.0
2020,B2,2000-2004,Apartment,Mayo,4.0
2020,B2,2000-2004,Apartment,Meath,2.0
2020,B2,2000-2004,Apartment,Offaly,1.0
2020,B2,2000-2004,Apartment,Sligo,16.0
2020,B2,2000-2004,Apartment,Waterford,5.0
2020,B2,2000-2004,Apartment,Wicklow,4.0
2020,B2,2000-2004,House,Carlow,4.0
2020,B2,2000-2004,House,Cavan,7.0
2020,B2,2000-2004,House,Clare,6.0
2020,B2,2000-2004,House,Cork,77.0
2020,B2,2000-2004,House,Donegal,10.0
2020,B2,2000-2004,House,Dublin,34.0
2020,B2,2000-2004,House,Galway,24.0
2020,B2,2000-2004,House,Kerry,8.0
2020,B2,2000-2004,House,Kildare,23.0
2020,B2,2000-2004,House,Kilkenny,8.0
2020,B2,2000-2004,House,Laois,9.0
2020,B2,2000-2004,House,Leitrim,4.0
2020,B2,2000-2004,House,Limerick,16.0
2020,B2,2000-2004,House,Longford,2.0
2020,B2,2000-2004,House,Louth,13.0
2020,B2,2000-2004,House,Mayo,2.0
2020,B2,2000-2004,House,Meath,24.0
2020,B2,2000-2004,House,Monaghan,3.0
2020,B2,2000-2004,House,Offaly,7.0
2020,B2,2000-2004,House,Roscommon,4.0
2020,B2,2000-2004,House,Sligo,5.0
2020,B2,2000-2004,House,Tipperary,13.0
2020,B2,2000-2004,House,Waterford,9.0
2020,B2,2000-2004,House,Westmeath,6.0
2020,B2,2000-2004,House,Wexford,8.0
2020,B2,2000-2004,House,Wicklow,7.0
2020,B2,2005-2009,Apartment,Carlow,1.0
2020,B2,2005-2009,Apartment,Cavan,5.0
2020,B2,2005-2009,Apartment,Clare,3.0
2020,B2,2005-2009,Apartment,Cork,74.0
2020,B2,2005-2009,Apartment,Donegal,4.0
2020,B2,2005-2009,Apartment,Dublin,43.0
2020,B2,2005-2009,Apartment,Galway,9.0
2020,B2,2005-2009,Apartment,Kerry,1.0
2020,B2,2005-2009,Apartment,Kildare,16.0
2020,B2,2005-2009,Apartment,Kilkenny,1.0
2020,B2,2005-2009,Apartment,Laois,5.0
2020,B2,2005-2009,Apartment,Limerick,8.0
2020,B2,2005-2009,Apartment,Louth,7.0
2020,B2,2005-2009,Apartment,Mayo,1.0
2020,B2,2005-2009,Apartment,Meath,7.0
2020,B2,2005-2009,Apartment,Sligo,1.0
2020,B2,2005-2009,Apartment,Tipperary,4.0
2020,B2,2005-2009,Apartment,Waterford,1.0
2020,B2,2005-2009,Apartment,Westmeath,3.0
2020,B2,2005-2009,Apartment,Wicklow,1.0
2020,B2,2005-2009,House,Carlow,11.0
2020,B2,2005-2009,House,Cavan,36.0
2020,B2,2005-2009,House,Clare,22.0
2020,B2,2005-2009,House,Cork,114.0
2020,B2,2005-2009,House,Donegal,15.0
2020,B2,2005-2009,House,Dublin,49.0
2020,B2,2005-2009,House,Galway,45.0
2020,B2,2005-2009,House,Kerry,39.0
2020,B2,2005-2009,House,Kildare,32.0
2020,B2,2005-2009,House,Kilkenny,27.0
2020,B2,2005-2009,House,Laois,29.0
2020,B2,2005-2009,House,Leitrim,7.0
2020,B2,2005-2009,House,Limerick,27.0
2020,B2,2005-2009,House,Longford,6.0
2020,B2,2005-2009,House,Louth,26.0
2020,B2,2005-2009,House,Mayo,15.0
2020,B2,2005-2009,House,Meath,35.0
2020,B2,2005-2009,House,Monaghan,38.0
2020,B2,2005-2009,House,Offaly,11.0
2020,B2,2005-2009,House,Roscommon,21.0
2020,B2,2005-2009,House,Sligo,12.0
2020,B2,2005-2009,House,Tipperary,36.0
2020,B2,2005-2009,House,Waterford,29.0
2020,B2,2005-2009,House,Westmeath,19.0
2020,B2,2005-2009,House,Wexford,22.0
2020,B2,2005-2009,House,Wicklow,19.0
2020,B2,2010-2014,Apartment,Kerry,1.0
2020,B2,2010-2014,Apartment,Limerick,4.0
2020,B2,2010-2014,Apartment,Meath,5.0
2020,B2,2010-2014,House,Carlow,1.0
2020,B2,2010-2014,House,Clare,3.0
2020,B2,2010-2014,House,Cork,19.0
2020,B2,2010-2014,House,Donegal,7.0
2020,B2,2010-2014,House,Dublin,7.0
2020,B2,2010-2014,House,Galway,4.0
2020,B2,2010-2014,House,Kerry,4.0
2020,B2,2010-2014,House,Kildare,6.0
2020,B2,2010-2014,House,Kilkenny,3.0
2020,B2,2010-2014,House,Laois,2.0
2020,B2,2010-2014,House,Leitrim,1.0
2020,B2,2010-2014,House,Limerick,7.0
2020,B2,2010-2014,House,Louth,5.0
2020,B2,2010-2014,House,Mayo,2.0
2020,B2,2010-2014,House,Meath,4.0
2020,B2,2010-2014,House,Offaly,2.0
2020,B2,2010-2014,House,Roscommon,3.0
2020,B2,2010-2014,House,Sligo,1.0
2020,B2,2010-2014,House,Tipperary,2.0
2020,B2,2010-2014,House,Waterford,4.0
2020,B2,2010-2014,House,Westmeath,1.0
2020,B2,2010-2014,House,Wexford,2.0
2020,B2,2010-2014,House,Wicklow,4.0
2020,B2,2015-2019,Apartment,Galway,5.0
2020,B2,2015-2019,Apartment,Kerry,1.0
2020,B2,2015-2019,House,Carlow,1.0
2020,B2,2015-2019,House,Cavan,1.0
2020,B2,2015-2019,House,Clare,1.0
2020,B2,2015-2019,House,Cork,7.0
2020,B2,2015-2019,House,Donegal,5.0
2020,B2,2015-2019,House,Dublin,3.0
2020,B2,2015-2019,House,Galway,8.0
2020,B2,2015-2019,House,Kerry,4.0
2020,B2,2015-2019,House,Kildare,1.0
2020,B2,2015-2019,House,Laois,1.0
2020,B2,2015-2019,House,Louth,1.0
2020,B2,2015-2019,House,Mayo,2.0
2020,B2,2015-2019,House,Monaghan,1.0
2020,B2,2015-2019,House,Offaly,1.0
2020,B2,2015-2019,House,Roscommon,1.0
2020,B2,2015-2019,House,Tipperary,2.0
2020,B2,2015-2019,House,Westmeath,1.0
2020,B2,2015-2019,House,Wexford,4.0
2020,B2,2015-2019,House,Wicklow,1.0
2020,B2,2020-2024,House,Donegal,1.0
2020,B2,2020-2024,House,Galway,2.0
2020,B2,2020-2024,House,Tipperary,1.0
2020,B2,2020-2024,House,Wexford,1.0
2020,B3,2000-2004,Apartment,Carlow,2.0
2020,B3,2000-2004,Apartment,Cavan,2.0
2020,B3,2000-2004,Apartment,Clare,2.0
2020,B3,2000-2004,Apartment,Cork,37.0
2020,B3,2000-2004,Apartment,Donegal,1.0
2020,B3,2000-2004,Apartment,Dublin,31.0
2020,B3,2000-2004,Apartment,Galway,6.0
2020,B3,2000-2004,Apartment,Kerry,2.0
2020,B3,2000-2004,Apartment,Kildare,4.0
2020,B3,2000-2004,Apartment,Laois,3.0
2020,B3,2000-2004,Apartment,Limerick,24.0
2020,B3,2000-2004,Apartment,Louth,13.0
2020,B3,2000-2004,Apartment,Mayo,3.0
2020,B3,2000-2004,Apartment,Meath,4.0
2020,B3,2000-2004,Apartment,Tipperary,1.0
2020,B3,2000-2004,Apartment,Waterford,8.0
2020,B3,2000-2004,Apartment,Westmeath,1.0
2020,B3,2000-2004,Apartment,Wexford,2.0
2020,B3,2000-2004,Apartment,Wicklow,4.0
2020,B3,2000-2004,House,Carlow,12.0
2020,B3,2000-2004,House,Cavan,29.0
2020,B3,2000-2004,House,Clare,26.0
2020,B3,2000-2004,House,Cork,269.0
2020,B3,2000-2004,House,Donegal,38.0
2020,B3,2000-2004,House,Dublin,108.0
2020,B3,2000-2004,House,Galway,78.0
2020,B3,2000-2004,House,Kerry,20.0
